[21/2/2022 2:46:9] !aol
[21/2/2022 3:0:26] !frags
[21/2/2022 3:11:24] !aol
[25/2/2022 18:50:42] !emotespells on
[1/3/2022 21:16:51] !frags
[27/5/2022 20:20:47] !aol
[27/5/2022 20:39:54] !aol
[27/5/2022 21:12:37] !aol
[28/5/2022 0:51:41] !aol
[28/5/2022 17:27:12] !rank
[28/5/2022 17:27:18] !rank magic
[28/5/2022 17:27:27] !rank magic
[28/5/2022 19:39:50] !guildpoints
[28/5/2022 19:54:45] !guildpoints
[28/5/2022 19:55:43] !guildpoints
[30/5/2022 6:5:44] 
[30/5/2022 6:5:49] 
[30/5/2022 6:5:54] 
[30/5/2022 6:5:59] 
[30/5/2022 6:6:4] 
[30/5/2022 6:6:9] 
[30/5/2022 6:6:14] 
[30/5/2022 6:6:19] 
[30/5/2022 6:6:24] 
[30/5/2022 6:6:29] 
[30/5/2022 6:6:34] 
[30/5/2022 6:6:39] 
[30/5/2022 6:6:44] 
[30/5/2022 6:6:49] 
[30/5/2022 6:6:54] 
[30/5/2022 6:6:59] 
[30/5/2022 6:7:4] 
[30/5/2022 6:7:9] 
[30/5/2022 6:7:14] 
[30/5/2022 6:7:19] 
[30/5/2022 6:7:24] 
[30/5/2022 6:7:29] 
[30/5/2022 6:7:34] 
[30/5/2022 6:7:39] 
[30/5/2022 6:7:44] 
[30/5/2022 6:7:49] 
[30/5/2022 6:7:54] 
[30/5/2022 6:8:0] 
[30/5/2022 6:8:4] 
[30/5/2022 6:8:9] 
[30/5/2022 6:8:15] 
[30/5/2022 6:8:19] 
[30/5/2022 6:8:24] 
[30/5/2022 6:8:29] 
[30/5/2022 6:8:34] 
[30/5/2022 6:8:39] 
[30/5/2022 6:8:44] 
[30/5/2022 6:8:50] 
[30/5/2022 6:8:54] 
[30/5/2022 6:8:59] 
[30/5/2022 6:9:4] 
[30/5/2022 6:9:9] 
[30/5/2022 6:9:14] 
[30/5/2022 6:9:19] 
[30/5/2022 6:9:25] 
[30/5/2022 6:9:29] 
[30/5/2022 6:9:34] 
[30/5/2022 6:9:39] 
[30/5/2022 6:9:44] 
[30/5/2022 6:9:49] 
[30/5/2022 6:9:54] 
[30/5/2022 6:10:0] 
[30/5/2022 6:10:4] 
[30/5/2022 6:10:9] 
[30/5/2022 6:10:15] 
[30/5/2022 6:10:19] 
[30/5/2022 6:10:24] 
[30/5/2022 6:10:30] 
[30/5/2022 6:10:34] 
[30/5/2022 6:10:40] 
[30/5/2022 6:10:44] 
[30/5/2022 6:10:50] 
[30/5/2022 6:10:54] 
[30/5/2022 6:10:59] 
[30/5/2022 6:11:4] 
[30/5/2022 6:11:10] 
[30/5/2022 6:11:14] 
[30/5/2022 6:11:19] 
[30/5/2022 6:11:25] 
[30/5/2022 6:11:29] 
[30/5/2022 6:11:35] 
[30/5/2022 6:11:39] 
[30/5/2022 6:11:44] 
[30/5/2022 6:11:49] 
[30/5/2022 6:11:54] 
[30/5/2022 6:12:0] 
[30/5/2022 6:12:4] 
[30/5/2022 6:12:10] 
[30/5/2022 6:12:14] 
[30/5/2022 6:12:19] 
[30/5/2022 6:12:25] 
[30/5/2022 6:12:30] 
[30/5/2022 6:12:34] 
[30/5/2022 6:12:40] 
[30/5/2022 6:12:45] 
[30/5/2022 6:12:49] 
[30/5/2022 6:12:54] 
[30/5/2022 6:13:0] 
[30/5/2022 6:13:4] 
[30/5/2022 6:13:9] 
[30/5/2022 6:13:14] 
[30/5/2022 6:13:20] 
[30/5/2022 6:13:25] 
[30/5/2022 6:13:30] 
[30/5/2022 6:13:34] 
[30/5/2022 6:13:39] 
[30/5/2022 6:13:44] 
[30/5/2022 6:13:49] 
[30/5/2022 6:13:55] 
[30/5/2022 6:14:0] 
[30/5/2022 6:14:4] 
[30/5/2022 6:14:9] 
[30/5/2022 6:14:14] 
[30/5/2022 6:14:19] 
[30/5/2022 6:14:25] 
[30/5/2022 6:14:30] 
[30/5/2022 6:14:34] 
[30/5/2022 6:14:40] 
[30/5/2022 6:14:44] 
[30/5/2022 6:14:49] 
[30/5/2022 6:14:55] 
[30/5/2022 6:14:59] 
[30/5/2022 6:15:4] 
[30/5/2022 6:15:10] 
[30/5/2022 6:15:14] 
[30/5/2022 6:15:19] 
[30/5/2022 6:15:24] 
[30/5/2022 6:15:30] 
[30/5/2022 6:15:34] 
[30/5/2022 6:15:39] 
[30/5/2022 6:15:45] 
[30/5/2022 6:15:49] 
[30/5/2022 6:15:55] 
[30/5/2022 6:15:59] 
[30/5/2022 6:16:5] 
[30/5/2022 6:16:9] 
[30/5/2022 6:16:15] 
[30/5/2022 6:16:20] 
[30/5/2022 6:16:24] 
[30/5/2022 6:16:29] 
[30/5/2022 6:16:35] 
[30/5/2022 6:16:40] 
[30/5/2022 6:16:44] 
[30/5/2022 6:16:50] 
[30/5/2022 6:16:55] 
[30/5/2022 6:16:59] 
[30/5/2022 6:17:4] 
[30/5/2022 6:17:9] 
[30/5/2022 6:17:15] 
[30/5/2022 6:17:19] 
[30/5/2022 6:17:25] 
[30/5/2022 6:17:30] 
[30/5/2022 6:17:35] 
[30/5/2022 6:17:40] 
[30/5/2022 6:17:45] 
[30/5/2022 6:17:50] 
[30/5/2022 6:17:55] 
[30/5/2022 6:18:0] 
[30/5/2022 6:18:5] 
[30/5/2022 6:18:10] 
[30/5/2022 6:18:15] 
[30/5/2022 6:18:20] 
[30/5/2022 6:18:25] 
[30/5/2022 6:18:30] 
[30/5/2022 6:18:35] 
[30/5/2022 6:18:40] 
[30/5/2022 6:18:45] 
[30/5/2022 6:18:50] 
[30/5/2022 6:18:55] 
[30/5/2022 6:19:0] 
[30/5/2022 6:19:5] 
[30/5/2022 6:19:10] 
[30/5/2022 6:19:15] 
[30/5/2022 6:19:20] 
[30/5/2022 6:19:25] 
[30/5/2022 6:19:30] 
[30/5/2022 6:19:35] 
[30/5/2022 6:19:40] 
[30/5/2022 6:19:45] 
[30/5/2022 6:19:50] 
[30/5/2022 6:19:55] 
[30/5/2022 6:20:0] 
[30/5/2022 6:20:5] 
[30/5/2022 6:20:10] 
[30/5/2022 6:20:15] 
[30/5/2022 6:20:20] 
[30/5/2022 6:20:25] 
[30/5/2022 6:20:30] 
[30/5/2022 6:20:35] 
[30/5/2022 6:20:40] 
[30/5/2022 6:20:45] 
[30/5/2022 6:20:50] 
[30/5/2022 6:20:55] 
[30/5/2022 6:21:0] 
[30/5/2022 6:21:5] 
[30/5/2022 6:21:10] 
[30/5/2022 6:21:15] 
[30/5/2022 6:21:20] 
[30/5/2022 6:21:25] 
[30/5/2022 6:21:30] 
[30/5/2022 6:21:35] 
[30/5/2022 6:21:40] 
[30/5/2022 6:21:45] 
[30/5/2022 6:21:50] 
[30/5/2022 6:21:55] 
[30/5/2022 6:22:0] 
[30/5/2022 6:22:5] 
[30/5/2022 6:22:10] 
[30/5/2022 6:22:15] 
[30/5/2022 6:22:20] 
[30/5/2022 6:22:25] 
[30/5/2022 6:22:30] 
[30/5/2022 6:22:35] 
[30/5/2022 6:22:40] 
[30/5/2022 6:22:45] 
[30/5/2022 6:22:50] 
[30/5/2022 6:22:55] 
[30/5/2022 6:23:0] 
[30/5/2022 6:23:5] 
[30/5/2022 6:23:10] 
[30/5/2022 6:23:15] 
[30/5/2022 6:23:20] 
[30/5/2022 6:23:25] 
[30/5/2022 6:23:30] 
[30/5/2022 6:23:35] 
[30/5/2022 6:23:40] 
[30/5/2022 6:23:45] 
[30/5/2022 6:23:50] 
[30/5/2022 6:23:55] 
[30/5/2022 6:24:0] 
[30/5/2022 6:24:5] 
[30/5/2022 6:24:10] 
[30/5/2022 6:24:15] 
[30/5/2022 6:24:20] 
[30/5/2022 6:24:25] 
[30/5/2022 6:24:30] 
[30/5/2022 6:24:35] 
[30/5/2022 6:24:40] 
[30/5/2022 6:24:45] 
[30/5/2022 6:24:50] 
[30/5/2022 6:24:55] 
[30/5/2022 6:25:0] 
[30/5/2022 6:25:5] 
[30/5/2022 6:25:10] 
[30/5/2022 6:25:15] 
[30/5/2022 6:25:20] 
[30/5/2022 6:25:25] 
[30/5/2022 6:25:30] 
[30/5/2022 6:25:35] 
[30/5/2022 6:25:40] 
[30/5/2022 6:25:45] 
[30/5/2022 6:25:50] 
[30/5/2022 6:25:55] 
[30/5/2022 6:26:0] 
[30/5/2022 6:26:5] 
[30/5/2022 6:26:10] 
[30/5/2022 6:26:15] 
[30/5/2022 6:26:20] 
[30/5/2022 6:26:25] 
[30/5/2022 6:26:30] 
[30/5/2022 6:26:35] 
[30/5/2022 6:26:40] 
[30/5/2022 6:26:45] 
[30/5/2022 6:26:50] 
[30/5/2022 6:26:55] 
[30/5/2022 6:27:0] 
[30/5/2022 6:27:5] 
[30/5/2022 6:27:10] 
[30/5/2022 6:27:15] 
[30/5/2022 6:27:20] 
[30/5/2022 6:27:25] 
[30/5/2022 6:27:30] 
[30/5/2022 6:27:35] 
[30/5/2022 6:27:40] 
[30/5/2022 6:27:45] 
[30/5/2022 6:27:50] 
[30/5/2022 6:27:55] 
[30/5/2022 6:28:0] 
[30/5/2022 6:28:5] 
[30/5/2022 6:28:10] 
[30/5/2022 6:28:15] 
[30/5/2022 6:28:20] 
[30/5/2022 6:28:25] 
[30/5/2022 6:28:30] 
[30/5/2022 6:28:35] 
[30/5/2022 6:28:40] 
[30/5/2022 6:28:45] 
[30/5/2022 6:28:50] 
[30/5/2022 6:28:55] 
[30/5/2022 6:29:0] 
[30/5/2022 6:29:5] 
[30/5/2022 6:29:10] 
[30/5/2022 6:29:15] 
[30/5/2022 6:29:20] 
[30/5/2022 6:29:25] 
[30/5/2022 6:29:30] 
[30/5/2022 6:29:35] 
[30/5/2022 6:29:40] 
[30/5/2022 6:29:45] 
[30/5/2022 6:29:50] 
[30/5/2022 6:29:55] 
[30/5/2022 6:30:0] 
[30/5/2022 6:30:5] 
[30/5/2022 6:30:10] 
[30/5/2022 6:30:15] 
[30/5/2022 6:30:20] 
[30/5/2022 6:30:25] 
[30/5/2022 6:30:30] 
[30/5/2022 6:30:35] 
[30/5/2022 6:30:40] 
[30/5/2022 6:30:45] 
[30/5/2022 6:30:50] 
[30/5/2022 6:30:55] 
[30/5/2022 6:31:0] 
[30/5/2022 6:31:5] 
[30/5/2022 6:31:10] 
[30/5/2022 6:31:15] 
[30/5/2022 6:31:20] 
[30/5/2022 6:31:25] 
[30/5/2022 6:31:30] 
[30/5/2022 6:31:35] 
[30/5/2022 6:31:40] 
[30/5/2022 6:31:45] 
[30/5/2022 6:31:50] 
[30/5/2022 6:31:55] 
[30/5/2022 6:32:0] 
[30/5/2022 6:32:5] 
[30/5/2022 6:32:10] 
[30/5/2022 6:32:15] 
[30/5/2022 6:32:20] 
[30/5/2022 6:32:25] 
[30/5/2022 6:32:30] 
[30/5/2022 6:32:35] 
[30/5/2022 6:32:40] 
[30/5/2022 6:32:45] 
[30/5/2022 6:32:50] 
[30/5/2022 6:32:55] 
[30/5/2022 6:33:0] 
[30/5/2022 6:33:5] 
[30/5/2022 6:33:10] 
[30/5/2022 6:33:15] 
[30/5/2022 6:33:20] 
[30/5/2022 6:33:25] 
[30/5/2022 6:33:30] 
[30/5/2022 6:33:35] 
[30/5/2022 6:33:40] 
[30/5/2022 6:33:45] 
[30/5/2022 6:33:50] 
[30/5/2022 6:33:55] 
[30/5/2022 6:34:0] 
[30/5/2022 6:34:5] 
[30/5/2022 6:34:10] 
[30/5/2022 6:34:15] 
[30/5/2022 6:34:20] 
[30/5/2022 6:34:25] 
[30/5/2022 6:34:30] 
[30/5/2022 6:34:35] 
[30/5/2022 6:34:40] 
[30/5/2022 6:34:45] 
[30/5/2022 6:34:50] 
[30/5/2022 6:34:55] 
[30/5/2022 6:35:0] 
[30/5/2022 6:35:5] 
[30/5/2022 6:35:10] 
[30/5/2022 6:35:15] 
[30/5/2022 6:35:20] 
[30/5/2022 6:35:25] 
[30/5/2022 6:35:30] 
[30/5/2022 6:35:35] 
[30/5/2022 6:35:40] 
[30/5/2022 6:35:45] 
[30/5/2022 6:35:50] 
[30/5/2022 6:35:55] 
[30/5/2022 6:36:0] 
[30/5/2022 6:36:5] 
[30/5/2022 6:36:10] 
[30/5/2022 6:36:15] 
[30/5/2022 6:36:20] 
[30/5/2022 6:36:25] 
[30/5/2022 6:36:30] 
[30/5/2022 6:36:35] 
[30/5/2022 6:36:40] 
[30/5/2022 6:36:45] 
[30/5/2022 6:36:50] 
[30/5/2022 6:36:55] 
[30/5/2022 6:37:0] 
[30/5/2022 6:37:5] 
[30/5/2022 6:37:10] 
[30/5/2022 6:37:15] 
[30/5/2022 6:37:20] 
[30/5/2022 6:37:25] 
[30/5/2022 6:37:30] 
[30/5/2022 6:37:35] 
[30/5/2022 6:37:40] 
[30/5/2022 6:37:45] 
[30/5/2022 6:37:50] 
[30/5/2022 6:37:55] 
[30/5/2022 6:38:0] 
[30/5/2022 6:38:5] 
[30/5/2022 6:38:10] 
[30/5/2022 6:38:15] 
[30/5/2022 6:38:20] 
[30/5/2022 6:38:25] 
[30/5/2022 6:38:30] 
[30/5/2022 6:38:35] 
[30/5/2022 6:38:40] 
[30/5/2022 6:38:45] 
[30/5/2022 6:38:50] 
[30/5/2022 6:38:55] 
[30/5/2022 6:39:0] 
[30/5/2022 6:39:5] 
[30/5/2022 6:39:10] 
[30/5/2022 6:39:15] 
[30/5/2022 6:39:20] 
[30/5/2022 6:39:25] 
[30/5/2022 6:39:30] 
[30/5/2022 6:39:35] 
[30/5/2022 6:39:40] 
[30/5/2022 6:39:45] 
[30/5/2022 6:39:50] 
[30/5/2022 6:39:55] 
[30/5/2022 6:40:0] 
[30/5/2022 6:40:5] 
[30/5/2022 6:40:10] 
[30/5/2022 6:40:15] 
[30/5/2022 6:40:20] 
[30/5/2022 6:40:25] 
[30/5/2022 6:40:30] 
[30/5/2022 6:40:35] 
[30/5/2022 6:40:40] 
[30/5/2022 6:40:45] 
[30/5/2022 6:40:50] 
[30/5/2022 6:40:55] 
[30/5/2022 6:41:0] 
[30/5/2022 6:41:5] 
[30/5/2022 6:41:10] 
[30/5/2022 6:41:15] 
[30/5/2022 6:41:20] 
[30/5/2022 6:41:25] 
[30/5/2022 6:41:30] 
[30/5/2022 6:41:35] 
[30/5/2022 6:41:40] 
[30/5/2022 6:41:45] 
[30/5/2022 6:41:50] 
[30/5/2022 6:41:55] 
[30/5/2022 6:42:0] 
[30/5/2022 6:42:5] 
[30/5/2022 6:42:10] 
[30/5/2022 6:42:15] 
[30/5/2022 6:42:20] 
[30/5/2022 6:42:25] 
[30/5/2022 6:42:30] 
[30/5/2022 6:42:35] 
[30/5/2022 6:42:40] 
[30/5/2022 6:42:45] 
[30/5/2022 6:42:50] 
[30/5/2022 6:42:55] 
[30/5/2022 6:43:0] 
[30/5/2022 6:43:5] 
[30/5/2022 6:43:10] 
[30/5/2022 6:43:15] 
[30/5/2022 6:43:20] 
[30/5/2022 6:43:25] 
[30/5/2022 6:43:30] 
[30/5/2022 6:43:35] 
[30/5/2022 6:43:40] 
[30/5/2022 6:43:45] 
[30/5/2022 6:43:50] 
[30/5/2022 6:43:55] 
[30/5/2022 6:44:0] 
[30/5/2022 6:44:5] 
[30/5/2022 6:44:10] 
[30/5/2022 6:44:15] 
[30/5/2022 6:44:20] 
[30/5/2022 6:44:25] 
[30/5/2022 6:44:30] 
[30/5/2022 6:44:35] 
[30/5/2022 6:44:40] 
[30/5/2022 6:44:45] 
[30/5/2022 6:44:50] 
[30/5/2022 6:44:55] 
[30/5/2022 6:45:0] 
[30/5/2022 6:45:5] 
[30/5/2022 6:45:10] 
[30/5/2022 6:45:15] 
[30/5/2022 6:45:20] 
[30/5/2022 6:45:25] 
[30/5/2022 6:45:30] 
[30/5/2022 6:45:35] 
[30/5/2022 6:45:40] 
[30/5/2022 6:45:45] 
[30/5/2022 6:45:50] 
[30/5/2022 6:45:55] 
[30/5/2022 6:46:0] 
[30/5/2022 6:46:5] 
[30/5/2022 6:46:10] 
[30/5/2022 6:46:15] 
[30/5/2022 6:46:20] 
[30/5/2022 6:46:25] 
[30/5/2022 6:46:30] 
[30/5/2022 6:46:35] 
[30/5/2022 6:46:40] 
[30/5/2022 6:46:45] 
[30/5/2022 6:46:50] 
[30/5/2022 6:46:55] 
[30/5/2022 6:47:0] 
[30/5/2022 6:47:5] 
[30/5/2022 6:47:10] 
[30/5/2022 6:47:15] 
[30/5/2022 6:47:20] 
[30/5/2022 6:47:25] 
[30/5/2022 6:47:30] 
[30/5/2022 6:47:35] 
[30/5/2022 6:47:40] 
[30/5/2022 6:47:45] 
[30/5/2022 6:47:50] 
[30/5/2022 6:47:55] 
[30/5/2022 6:48:0] 
[30/5/2022 6:48:5] 
[30/5/2022 6:48:10] 
[30/5/2022 6:48:15] 
[30/5/2022 6:48:20] 
[30/5/2022 6:48:25] 
[30/5/2022 6:48:30] 
[30/5/2022 6:48:35] 
[30/5/2022 6:48:40] 
[30/5/2022 6:48:45] 
[30/5/2022 6:48:50] 
[30/5/2022 6:48:55] 
[30/5/2022 6:49:0] 
[30/5/2022 6:49:5] 
[30/5/2022 6:49:10] 
[30/5/2022 6:49:15] 
[30/5/2022 6:49:20] 
[30/5/2022 6:49:25] 
[30/5/2022 6:49:30] 
[30/5/2022 6:49:35] 
[30/5/2022 6:49:40] 
[30/5/2022 6:49:45] 
[30/5/2022 6:49:50] 
[30/5/2022 6:49:55] 
[30/5/2022 6:50:0] 
[30/5/2022 6:50:5] 
[30/5/2022 6:50:10] 
[30/5/2022 6:50:15] 
[30/5/2022 6:50:20] 
[30/5/2022 6:50:25] 
[30/5/2022 6:50:30] 
[30/5/2022 6:50:35] 
[30/5/2022 6:50:40] 
[30/5/2022 6:50:45] 
[30/5/2022 6:50:50] 
[30/5/2022 6:50:55] 
[30/5/2022 6:51:0] 
[30/5/2022 6:51:5] 
[30/5/2022 6:51:10] 
[30/5/2022 6:51:15] 
[30/5/2022 6:51:20] 
[30/5/2022 6:51:25] 
[30/5/2022 6:51:30] 
[30/5/2022 6:51:35] 
[30/5/2022 6:51:40] 
[30/5/2022 6:51:45] 
[30/5/2022 6:51:50] 
[30/5/2022 6:51:55] 
[30/5/2022 6:52:0] 
[30/5/2022 6:52:5] 
[30/5/2022 6:52:10] 
[30/5/2022 6:52:15] 
[30/5/2022 6:52:20] 
[30/5/2022 6:52:25] 
[30/5/2022 6:52:30] 
[30/5/2022 6:52:35] 
[30/5/2022 6:52:40] 
[30/5/2022 6:52:45] 
[30/5/2022 6:52:50] 
[30/5/2022 6:52:55] 
[30/5/2022 6:53:0] 
[30/5/2022 6:53:5] 
[30/5/2022 6:53:10] 
[30/5/2022 6:53:15] 
[30/5/2022 6:53:20] 
[30/5/2022 6:53:25] 
[30/5/2022 6:53:30] 
[30/5/2022 6:53:35] 
[30/5/2022 6:53:40] 
[30/5/2022 6:53:45] 
[30/5/2022 6:53:50] 
[30/5/2022 6:53:55] 
[30/5/2022 6:54:0] 
[30/5/2022 6:54:5] 
[30/5/2022 6:54:10] 
[30/5/2022 6:54:15] 
[30/5/2022 6:54:20] 
[30/5/2022 6:54:25] 
[30/5/2022 6:54:30] 
[30/5/2022 6:54:35] 
[30/5/2022 6:54:40] 
[30/5/2022 6:54:45] 
[30/5/2022 6:54:50] 
[30/5/2022 6:54:55] 
[30/5/2022 6:55:0] 
[30/5/2022 6:55:5] 
[30/5/2022 6:55:10] 
[30/5/2022 6:55:15] 
[30/5/2022 6:55:20] 
[30/5/2022 6:55:25] 
[30/5/2022 6:55:30] 
[30/5/2022 6:55:35] 
[30/5/2022 6:55:40] 
[30/5/2022 6:55:45] 
[30/5/2022 6:55:50] 
[30/5/2022 6:55:55] 
[30/5/2022 6:56:0] 
[30/5/2022 6:56:5] 
[30/5/2022 6:56:10] 
[30/5/2022 6:56:15] 
[30/5/2022 6:56:20] 
[30/5/2022 6:56:25] 
[30/5/2022 6:56:30] 
[30/5/2022 6:56:35] 
[30/5/2022 6:56:40] 
[30/5/2022 6:56:45] 
[30/5/2022 6:56:50] 
[30/5/2022 6:56:55] 
[30/5/2022 6:57:0] 
[30/5/2022 6:57:5] 
[30/5/2022 6:57:10] 
[30/5/2022 6:57:15] 
[30/5/2022 6:57:20] 
[30/5/2022 6:57:25] 
[30/5/2022 6:57:30] 
[30/5/2022 6:57:35] 
[30/5/2022 6:57:40] 
[30/5/2022 6:57:45] 
[30/5/2022 6:57:50] 
[30/5/2022 6:57:55] 
[30/5/2022 6:58:0] 
[30/5/2022 6:58:5] 
[30/5/2022 6:58:10] 
[30/5/2022 6:58:15] 
[30/5/2022 6:58:20] 
[30/5/2022 6:58:25] 
[30/5/2022 6:58:30] 
[30/5/2022 6:58:35] 
[30/5/2022 6:58:40] 
[30/5/2022 6:58:45] 
[30/5/2022 6:58:50] 
[30/5/2022 6:58:55] 
[30/5/2022 6:59:0] 
[30/5/2022 6:59:5] 
[30/5/2022 6:59:10] 
[30/5/2022 6:59:15] 
[30/5/2022 6:59:20] 
[30/5/2022 6:59:25] 
[30/5/2022 6:59:30] 
[30/5/2022 6:59:35] 
[30/5/2022 6:59:40] 
[30/5/2022 6:59:45] 
[30/5/2022 6:59:50] 
[30/5/2022 6:59:55] 
[30/5/2022 7:0:0] 
[30/5/2022 7:0:5] 
[30/5/2022 7:0:10] 
[30/5/2022 7:0:15] 
[30/5/2022 7:0:20] 
[30/5/2022 7:0:25] 
[30/5/2022 7:0:30] 
[30/5/2022 7:0:35] 
[30/5/2022 7:0:40] 
[30/5/2022 7:0:45] 
[30/5/2022 7:0:50] 
[30/5/2022 7:0:55] 
[30/5/2022 7:1:0] 
[30/5/2022 7:1:5] 
[30/5/2022 7:1:10] 
[30/5/2022 7:1:15] 
[30/5/2022 7:1:20] 
[30/5/2022 7:1:25] 
[30/5/2022 7:1:30] 
[30/5/2022 7:1:35] 
[30/5/2022 7:1:40] 
[30/5/2022 7:1:45] 
[30/5/2022 7:1:50] 
[30/5/2022 7:1:55] 
[30/5/2022 7:2:0] 
[30/5/2022 7:2:5] 
[30/5/2022 7:2:10] 
[30/5/2022 7:2:15] 
[30/5/2022 7:2:20] 
[30/5/2022 7:2:25] 
[30/5/2022 7:2:30] 
[30/5/2022 7:2:35] 
[30/5/2022 7:2:40] 
[30/5/2022 7:2:45] 
[30/5/2022 7:2:50] 
[30/5/2022 7:2:55] 
[30/5/2022 7:3:0] 
[30/5/2022 7:3:5] 
[30/5/2022 7:3:10] 
[30/5/2022 7:3:15] 
[30/5/2022 7:3:20] 
[30/5/2022 7:3:25] 
[30/5/2022 7:3:30] 
[30/5/2022 7:3:35] 
[30/5/2022 7:3:40] 
[30/5/2022 7:3:45] 
[30/5/2022 7:3:50] 
[30/5/2022 7:3:55] 
[30/5/2022 7:4:0] 
[30/5/2022 7:4:5] 
[30/5/2022 7:4:10] 
[30/5/2022 7:4:15] 
[30/5/2022 7:4:20] 
[30/5/2022 7:4:25] 
[30/5/2022 7:4:30] 
[30/5/2022 7:4:35] 
[30/5/2022 7:4:40] 
[30/5/2022 7:4:45] 
[30/5/2022 7:4:50] 
[30/5/2022 7:4:55] 
[30/5/2022 7:5:0] 
[30/5/2022 7:5:5] 
[30/5/2022 7:5:10] 
[30/5/2022 7:5:15] 
[30/5/2022 7:5:20] 
[30/5/2022 7:5:25] 
[30/5/2022 7:5:30] 
[30/5/2022 7:5:35] 
[30/5/2022 7:5:40] 
[30/5/2022 7:5:45] 
[30/5/2022 7:5:50] 
[30/5/2022 7:5:55] 
[30/5/2022 7:6:0] 
[30/5/2022 7:6:5] 
[30/5/2022 7:6:10] 
[30/5/2022 7:6:15] 
[30/5/2022 7:6:20] 
[30/5/2022 7:6:25] 
[30/5/2022 7:6:30] 
[30/5/2022 7:6:35] 
[30/5/2022 7:6:40] 
[30/5/2022 7:6:45] 
[30/5/2022 7:6:50] 
[30/5/2022 7:6:55] 
[30/5/2022 7:7:0] 
[30/5/2022 7:7:5] 
[30/5/2022 7:7:10] 
[30/5/2022 7:7:15] 
[30/5/2022 7:7:20] 
[30/5/2022 7:7:25] 
[30/5/2022 7:7:30] 
[30/5/2022 7:7:35] 
[30/5/2022 7:7:40] 
[30/5/2022 7:7:45] 
[30/5/2022 7:7:50] 
[30/5/2022 7:7:55] 
[30/5/2022 7:8:0] 
[30/5/2022 7:8:5] 
[30/5/2022 7:8:10] 
[30/5/2022 7:8:15] 
[30/5/2022 7:8:20] 
[30/5/2022 7:8:25] 
[30/5/2022 7:8:30] 
[30/5/2022 7:8:35] 
[30/5/2022 7:8:40] 
[30/5/2022 7:8:45] 
[30/5/2022 7:8:50] 
[30/5/2022 7:8:55] 
[30/5/2022 7:9:0] 
[30/5/2022 7:9:5] 
[30/5/2022 7:9:10] 
[30/5/2022 7:9:15] 
[30/5/2022 7:9:20] 
[30/5/2022 7:9:25] 
[30/5/2022 7:9:30] 
[30/5/2022 7:9:35] 
[30/5/2022 7:9:40] 
[30/5/2022 7:9:45] 
[30/5/2022 7:9:50] 
[30/5/2022 7:9:55] 
[30/5/2022 7:10:0] 
[30/5/2022 7:10:5] 
[30/5/2022 7:10:10] 
[30/5/2022 7:10:15] 
[30/5/2022 7:10:20] 
[30/5/2022 7:10:25] 
[30/5/2022 7:10:30] 
[30/5/2022 7:10:35] 
[30/5/2022 7:10:40] 
[30/5/2022 7:10:45] 
[30/5/2022 7:10:50] 
[30/5/2022 7:10:55] 
[30/5/2022 7:11:0] 
[30/5/2022 7:11:5] 
[30/5/2022 7:11:10] 
[30/5/2022 7:11:15] 
[30/5/2022 7:11:20] 
[30/5/2022 7:11:25] 
[30/5/2022 7:11:30] 
[30/5/2022 7:11:35] 
[30/5/2022 7:11:40] 
[30/5/2022 7:11:45] 
[30/5/2022 7:11:50] 
[30/5/2022 7:11:55] 
[30/5/2022 7:12:0] 
[30/5/2022 7:12:5] 
[30/5/2022 7:12:10] 
[30/5/2022 7:12:15] 
[30/5/2022 7:12:20] 
[30/5/2022 7:12:25] 
[30/5/2022 7:12:30] 
[30/5/2022 7:12:35] 
[30/5/2022 7:12:40] 
[30/5/2022 7:12:45] 
[30/5/2022 7:12:50] 
[30/5/2022 7:12:55] 
[30/5/2022 7:13:0] 
[30/5/2022 7:13:5] 
[30/5/2022 7:13:10] 
[30/5/2022 7:13:15] 
[30/5/2022 7:13:20] 
[30/5/2022 7:13:25] 
[30/5/2022 7:13:30] 
[30/5/2022 7:13:35] 
[30/5/2022 7:13:40] 
[30/5/2022 7:13:45] 
[30/5/2022 7:13:50] 
[30/5/2022 7:13:55] 
[30/5/2022 7:14:0] 
[30/5/2022 7:14:5] 
[30/5/2022 7:14:10] 
[30/5/2022 7:14:15] 
[30/5/2022 7:14:20] 
[30/5/2022 7:14:25] 
[30/5/2022 7:14:30] 
[30/5/2022 7:14:35] 
[30/5/2022 7:14:40] 
[30/5/2022 7:14:45] 
[30/5/2022 7:14:50] 
[30/5/2022 7:14:55] 
[30/5/2022 7:15:0] 
[30/5/2022 7:15:5] 
[30/5/2022 7:15:10] 
[30/5/2022 7:15:15] 
[30/5/2022 7:15:20] 
[30/5/2022 7:15:25] 
[30/5/2022 7:15:30] 
[30/5/2022 7:15:35] 
[30/5/2022 7:15:40] 
[30/5/2022 7:15:45] 
[30/5/2022 7:15:50] 
[30/5/2022 7:15:55] 
[30/5/2022 7:16:0] 
[30/5/2022 7:16:5] 
[30/5/2022 7:16:10] 
[30/5/2022 7:16:15] 
[30/5/2022 7:16:20] 
[30/5/2022 7:16:25] 
[30/5/2022 7:16:30] 
[30/5/2022 7:16:35] 
[30/5/2022 7:16:40] 
[30/5/2022 7:16:45] 
[30/5/2022 7:16:50] 
[30/5/2022 7:16:55] 
[30/5/2022 7:17:0] 
[30/5/2022 7:17:5] 
