[10/12/2021 20:30:23] !guildpoints
[10/12/2021 21:36:39] !rank
[10/12/2021 21:36:44] !rank level
[10/12/2021 21:44:47] !emotespells on
[10/12/2021 22:12:35] !guildpoints
[11/12/2021 7:38:37] 
[11/12/2021 7:38:39] 
[11/12/2021 7:38:41] 
[11/12/2021 7:38:47] 
[11/12/2021 7:38:51] 
[11/12/2021 7:38:53] 
[11/12/2021 7:38:55] 
[11/12/2021 7:38:57] 
[11/12/2021 7:38:59] 
[11/12/2021 7:39:5] 
[11/12/2021 7:39:8] 
[11/12/2021 7:39:10] 
[11/12/2021 7:39:12] 
[11/12/2021 7:39:14] 
[11/12/2021 7:39:16] 
[11/12/2021 7:39:18] 
[11/12/2021 7:39:21] 
[11/12/2021 7:39:23] 
[11/12/2021 7:39:25] 
[11/12/2021 7:39:27] 
[11/12/2021 7:39:30] 
[11/12/2021 7:39:32] 
[11/12/2021 7:39:34] 
[11/12/2021 7:39:36] 
[11/12/2021 7:39:47] 
[11/12/2021 7:39:51] 
[11/12/2021 7:39:53] 
[11/12/2021 7:39:55] 
[11/12/2021 7:39:57] 
[11/12/2021 7:39:59] 
[11/12/2021 7:40:1] 
[11/12/2021 7:40:9] 
[11/12/2021 7:40:11] 
[11/12/2021 7:40:13] 
[11/12/2021 7:40:18] 
[11/12/2021 7:40:20] 
[11/12/2021 7:40:23] 
[11/12/2021 7:40:25] 
[11/12/2021 7:40:27] 
[11/12/2021 7:40:29] 
[11/12/2021 7:40:31] 
[11/12/2021 7:40:39] 
[11/12/2021 7:40:41] 
[11/12/2021 7:40:43] 
[11/12/2021 7:40:48] 
[11/12/2021 7:40:50] 
[11/12/2021 7:40:52] 
[11/12/2021 7:41:1] 
[11/12/2021 7:41:4] 
[11/12/2021 7:41:7] 
[11/12/2021 7:41:9] 
[11/12/2021 7:41:14] 
[11/12/2021 7:41:16] 
[11/12/2021 7:41:18] 
[11/12/2021 7:41:20] 
[11/12/2021 7:41:23] 
[11/12/2021 7:41:25] 
[11/12/2021 7:41:27] 
[11/12/2021 7:41:32] 
[11/12/2021 7:41:35] 
[11/12/2021 7:41:37] 
[11/12/2021 7:41:39] 
[11/12/2021 7:41:41] 
[11/12/2021 7:41:43] 
[11/12/2021 7:41:45] 
[11/12/2021 7:41:47] 
[11/12/2021 7:41:49] 
[11/12/2021 7:41:52] 
[11/12/2021 7:41:54] 
[11/12/2021 7:42:0] 
[11/12/2021 7:42:2] 
[11/12/2021 7:42:4] 
[11/12/2021 7:42:6] 
[11/12/2021 7:42:8] 
[11/12/2021 7:42:18] 
[11/12/2021 7:42:20] 
[11/12/2021 7:42:22] 
[11/12/2021 7:42:24] 
[11/12/2021 7:42:41] 
[11/12/2021 7:42:44] 
[11/12/2021 7:42:46] 
[11/12/2021 7:42:48] 
[11/12/2021 7:42:50] 
[11/12/2021 7:42:53] 
[11/12/2021 7:42:57] 
[11/12/2021 7:42:59] 
[11/12/2021 7:43:1] 
[11/12/2021 7:43:6] 
[11/12/2021 7:43:8] 
[11/12/2021 7:43:10] 
[11/12/2021 7:43:12] 
[11/12/2021 7:43:14] 
[11/12/2021 7:43:17] 
[11/12/2021 7:43:26] 
[11/12/2021 7:43:30] 
[11/12/2021 7:43:37] 
[11/12/2021 7:43:39] 
[11/12/2021 7:43:41] 
[11/12/2021 7:43:43] 
[11/12/2021 7:43:45] 
[11/12/2021 7:43:47] 
[11/12/2021 7:43:52] 
[11/12/2021 7:43:54] 
[11/12/2021 7:43:56] 
[11/12/2021 7:44:8] 
[11/12/2021 7:44:10] 
[11/12/2021 7:44:12] 
[11/12/2021 7:44:15] 
[11/12/2021 7:44:17] 
[11/12/2021 7:44:19] 
[11/12/2021 7:44:21] 
[11/12/2021 7:44:23] 
[11/12/2021 7:44:28] 
[11/12/2021 7:44:30] 
[11/12/2021 7:44:51] 
[11/12/2021 7:44:53] 
[11/12/2021 7:45:0] 
[11/12/2021 7:45:2] 
[11/12/2021 7:45:4] 
[11/12/2021 7:45:7] 
[11/12/2021 7:45:9] 
[11/12/2021 7:45:16] 
[11/12/2021 7:45:18] 
[11/12/2021 7:45:21] 
[11/12/2021 7:45:23] 
[11/12/2021 7:45:26] 
[11/12/2021 7:45:28] 
[11/12/2021 7:45:30] 
[11/12/2021 7:45:32] 
[11/12/2021 7:45:34] 
[11/12/2021 7:45:37] 
[11/12/2021 7:45:39] 
[11/12/2021 7:45:41] 
[11/12/2021 7:45:44] 
[11/12/2021 7:45:46] 
[11/12/2021 7:45:48] 
[11/12/2021 7:45:51] 
[11/12/2021 7:45:53] 
[11/12/2021 7:45:55] 
[11/12/2021 7:46:0] 
[11/12/2021 7:46:2] 
[11/12/2021 7:46:4] 
[11/12/2021 7:46:7] 
[11/12/2021 7:46:9] 
[11/12/2021 7:46:11] 
[11/12/2021 7:46:13] 
[11/12/2021 7:46:21] 
[11/12/2021 7:46:25] 
[11/12/2021 7:46:28] 
[11/12/2021 7:46:30] 
[11/12/2021 7:46:32] 
[11/12/2021 7:46:34] 
[11/12/2021 7:46:36] 
[11/12/2021 7:46:38] 
[11/12/2021 7:46:41] 
[11/12/2021 7:46:45] 
[11/12/2021 7:46:49] 
[11/12/2021 7:46:52] 
[11/12/2021 7:46:54] 
[11/12/2021 7:47:1] 
[11/12/2021 7:47:21] 
[11/12/2021 7:47:23] 
[11/12/2021 7:47:26] 
[11/12/2021 7:47:28] 
[11/12/2021 7:47:33] 
[11/12/2021 7:47:35] 
[11/12/2021 7:47:37] 
[11/12/2021 7:47:39] 
[11/12/2021 7:47:42] 
[11/12/2021 7:47:51] 
[11/12/2021 7:47:53] 
[11/12/2021 7:47:57] 
[11/12/2021 7:48:0] 
[11/12/2021 7:48:2] 
[11/12/2021 7:48:4] 
[11/12/2021 7:48:9] 
[11/12/2021 7:48:11] 
[11/12/2021 7:48:13] 
[11/12/2021 7:48:16] 
[11/12/2021 7:48:18] 
[11/12/2021 7:48:25] 
[11/12/2021 7:48:27] 
[11/12/2021 7:48:29] 
[11/12/2021 7:48:31] 
[11/12/2021 7:48:33] 
[11/12/2021 7:48:35] 
[11/12/2021 7:48:37] 
[11/12/2021 7:48:45] 
[11/12/2021 7:48:47] 
[11/12/2021 7:48:49] 
[11/12/2021 7:48:53] 
[11/12/2021 7:48:55] 
[11/12/2021 7:48:58] 
[11/12/2021 7:49:6] 
[11/12/2021 7:49:8] 
[11/12/2021 7:49:10] 
[11/12/2021 7:49:12] 
[11/12/2021 7:49:15] 
[11/12/2021 7:49:17] 
[11/12/2021 7:49:19] 
[11/12/2021 7:49:21] 
[11/12/2021 7:49:23] 
[11/12/2021 7:49:30] 
[11/12/2021 7:49:32] 
[11/12/2021 7:49:34] 
[11/12/2021 7:49:36] 
[11/12/2021 7:49:39] 
[11/12/2021 7:49:41] 
[11/12/2021 7:49:43] 
[11/12/2021 7:49:45] 
[11/12/2021 7:49:47] 
[11/12/2021 7:49:50] 
[11/12/2021 7:49:52] 
[11/12/2021 7:49:54] 
[11/12/2021 7:50:8] 
[11/12/2021 7:50:11] 
[11/12/2021 7:50:24] 
[11/12/2021 7:50:26] 
[11/12/2021 7:50:28] 
[11/12/2021 7:50:33] 
[11/12/2021 7:50:35] 
[11/12/2021 7:50:38] 
[11/12/2021 7:50:40] 
[11/12/2021 7:50:43] 
[11/12/2021 7:50:45] 
[11/12/2021 7:50:47] 
[11/12/2021 7:50:51] 
[11/12/2021 7:50:53] 
[11/12/2021 7:50:56] 
[11/12/2021 7:51:0] 
[11/12/2021 7:51:2] 
[11/12/2021 7:51:5] 
[11/12/2021 7:51:7] 
[11/12/2021 7:51:9] 
[11/12/2021 7:51:11] 
[11/12/2021 7:51:13] 
[11/12/2021 7:51:15] 
[11/12/2021 7:51:17] 
[11/12/2021 7:51:23] 
[11/12/2021 7:51:25] 
[11/12/2021 7:51:30] 
[11/12/2021 7:51:32] 
[11/12/2021 7:51:34] 
[11/12/2021 7:51:41] 
[11/12/2021 7:51:43] 
[11/12/2021 7:51:47] 
[11/12/2021 7:51:49] 
[11/12/2021 7:51:51] 
[11/12/2021 7:51:53] 
[11/12/2021 7:51:56] 
[11/12/2021 7:51:58] 
[11/12/2021 7:52:0] 
[11/12/2021 7:52:2] 
[11/12/2021 7:52:4] 
[11/12/2021 7:52:6] 
[11/12/2021 7:52:9] 
[11/12/2021 7:52:11] 
[11/12/2021 7:52:13] 
[11/12/2021 7:52:15] 
[11/12/2021 7:52:24] 
[11/12/2021 7:52:27] 
[11/12/2021 7:52:29] 
[11/12/2021 7:52:31] 
[11/12/2021 7:52:51] 
[11/12/2021 7:52:53] 
[11/12/2021 7:52:56] 
[11/12/2021 7:52:58] 
[11/12/2021 7:53:0] 
[11/12/2021 7:53:14] 
[11/12/2021 7:53:16] 
[11/12/2021 7:53:24] 
[11/12/2021 7:53:26] 
[11/12/2021 7:53:28] 
[11/12/2021 7:53:33] 
[11/12/2021 7:53:35] 
[11/12/2021 7:53:38] 
[11/12/2021 7:53:46] 
[11/12/2021 7:53:48] 
[11/12/2021 7:53:50] 
[11/12/2021 7:53:53] 
[11/12/2021 7:53:57] 
[11/12/2021 7:54:0] 
[11/12/2021 7:54:2] 
[11/12/2021 7:54:4] 
[11/12/2021 7:54:7] 
[11/12/2021 7:54:9] 
[11/12/2021 7:54:11] 
[11/12/2021 7:54:16] 
[11/12/2021 7:54:18] 
[11/12/2021 7:54:22] 
[11/12/2021 7:54:25] 
[11/12/2021 7:54:27] 
[11/12/2021 7:54:29] 
[11/12/2021 7:54:31] 
[11/12/2021 7:54:33] 
[11/12/2021 7:54:35] 
[11/12/2021 7:54:41] 
[11/12/2021 7:54:44] 
[11/12/2021 7:54:46] 
[11/12/2021 7:54:48] 
[11/12/2021 7:54:50] 
[11/12/2021 7:54:55] 
[11/12/2021 7:54:59] 
[11/12/2021 7:55:2] 
[11/12/2021 7:55:4] 
[11/12/2021 7:55:6] 
[11/12/2021 7:55:9] 
[11/12/2021 7:55:11] 
[11/12/2021 7:55:13] 
[11/12/2021 7:55:15] 
[11/12/2021 7:55:17] 
[11/12/2021 7:55:26] 
[11/12/2021 7:55:32] 
[11/12/2021 7:55:34] 
[11/12/2021 7:55:36] 
[11/12/2021 7:55:53] 
[11/12/2021 7:55:57] 
[11/12/2021 7:55:59] 
[11/12/2021 7:56:2] 
[11/12/2021 7:56:4] 
[11/12/2021 7:56:8] 
[11/12/2021 7:56:16] 
[11/12/2021 7:56:20] 
[11/12/2021 7:56:29] 
[11/12/2021 7:56:33] 
[11/12/2021 7:56:35] 
[11/12/2021 7:56:37] 
[11/12/2021 7:56:40] 
[11/12/2021 7:56:42] 
[11/12/2021 7:56:44] 
[11/12/2021 7:56:51] 
[11/12/2021 7:56:53] 
[11/12/2021 7:56:55] 
[11/12/2021 7:56:58] 
[11/12/2021 7:57:0] 
[11/12/2021 7:57:10] 
[11/12/2021 7:57:12] 
[11/12/2021 7:57:14] 
[11/12/2021 7:57:17] 
[11/12/2021 7:57:19] 
[11/12/2021 7:57:21] 
[11/12/2021 7:57:27] 
[11/12/2021 7:57:29] 
[11/12/2021 7:57:58] 
[11/12/2021 7:58:0] 
[11/12/2021 7:58:2] 
[11/12/2021 7:58:4] 
[11/12/2021 7:58:6] 
[11/12/2021 7:58:9] 
[11/12/2021 7:58:11] 
[11/12/2021 7:58:13] 
[11/12/2021 7:58:15] 
[11/12/2021 7:58:33] 
[11/12/2021 7:58:36] 
[11/12/2021 7:58:38] 
[11/12/2021 7:58:40] 
[11/12/2021 7:58:43] 
[11/12/2021 7:58:45] 
[11/12/2021 7:58:47] 
[11/12/2021 7:58:56] 
[11/12/2021 7:58:58] 
[11/12/2021 7:59:0] 
[11/12/2021 7:59:2] 
[11/12/2021 7:59:5] 
[11/12/2021 7:59:7] 
[11/12/2021 7:59:9] 
[11/12/2021 7:59:12] 
[11/12/2021 7:59:17] 
[11/12/2021 7:59:19] 
[11/12/2021 7:59:22] 
[11/12/2021 7:59:24] 
[11/12/2021 7:59:26] 
[11/12/2021 7:59:28] 
[11/12/2021 7:59:30] 
[11/12/2021 7:59:33] 
[11/12/2021 7:59:35] 
[11/12/2021 7:59:37] 
[11/12/2021 7:59:39] 
[11/12/2021 7:59:41] 
[11/12/2021 7:59:47] 
[11/12/2021 7:59:50] 
[11/12/2021 7:59:52] 
[11/12/2021 7:59:54] 
[11/12/2021 7:59:56] 
[11/12/2021 7:59:59] 
[11/12/2021 8:0:1] 
[11/12/2021 8:0:4] 
[11/12/2021 8:0:7] 
[11/12/2021 8:0:16] 
[11/12/2021 8:0:20] 
[11/12/2021 8:0:22] 
[11/12/2021 8:0:24] 
[11/12/2021 8:0:35] 
[11/12/2021 8:0:37] 
[11/12/2021 8:0:48] 
[11/12/2021 8:0:51] 
[11/12/2021 8:0:53] 
[11/12/2021 8:0:55] 
[11/12/2021 8:0:58] 
[11/12/2021 8:1:0] 
[11/12/2021 8:1:2] 
[11/12/2021 8:1:4] 
[11/12/2021 8:1:7] 
[11/12/2021 8:1:9] 
[11/12/2021 8:1:13] 
[11/12/2021 8:1:15] 
[11/12/2021 8:1:18] 
[11/12/2021 8:1:20] 
[11/12/2021 8:1:22] 
[11/12/2021 8:1:25] 
[11/12/2021 8:1:27] 
[11/12/2021 8:1:29] 
[11/12/2021 8:1:31] 
[11/12/2021 8:1:39] 
[11/12/2021 8:1:43] 
[11/12/2021 8:1:45] 
[11/12/2021 8:1:48] 
[11/12/2021 8:1:50] 
[11/12/2021 8:1:52] 
[11/12/2021 8:1:54] 
[11/12/2021 8:1:56] 
[11/12/2021 8:1:58] 
[11/12/2021 8:2:1] 
[11/12/2021 8:2:3] 
[11/12/2021 8:2:14] 
[11/12/2021 8:2:16] 
[11/12/2021 8:2:18] 
[11/12/2021 8:2:21] 
[11/12/2021 8:2:23] 
[11/12/2021 8:2:25] 
[11/12/2021 8:2:27] 
[11/12/2021 8:2:30] 
[11/12/2021 8:2:32] 
[11/12/2021 8:2:34] 
[11/12/2021 8:2:36] 
[11/12/2021 8:2:38] 
[11/12/2021 8:2:53] 
[11/12/2021 8:2:55] 
[11/12/2021 8:2:57] 
[11/12/2021 8:2:59] 
[11/12/2021 8:3:6] 
[11/12/2021 8:3:8] 
[11/12/2021 8:3:10] 
[11/12/2021 8:3:17] 
[11/12/2021 8:3:19] 
[11/12/2021 8:3:24] 
[11/12/2021 8:3:26] 
[11/12/2021 8:3:35] 
[11/12/2021 8:3:37] 
[11/12/2021 8:3:39] 
[11/12/2021 8:3:55] 
[11/12/2021 8:3:57] 
[11/12/2021 8:4:0] 
[11/12/2021 8:4:2] 
[11/12/2021 8:4:4] 
[11/12/2021 8:4:6] 
[11/12/2021 8:4:9] 
[11/12/2021 8:4:11] 
[11/12/2021 8:4:13] 
[11/12/2021 8:4:15] 
[11/12/2021 8:4:17] 
[11/12/2021 8:4:20] 
[11/12/2021 8:4:22] 
[11/12/2021 8:4:24] 
[11/12/2021 8:4:26] 
[11/12/2021 8:4:28] 
[11/12/2021 8:4:30] 
[11/12/2021 8:4:35] 
[11/12/2021 8:4:39] 
[11/12/2021 8:4:41] 
[11/12/2021 8:4:43] 
[11/12/2021 8:4:46] 
[11/12/2021 8:4:48] 
[11/12/2021 8:4:56] 
[11/12/2021 8:4:58] 
[11/12/2021 8:5:2] 
[11/12/2021 8:5:4] 
[11/12/2021 8:5:7] 
[11/12/2021 8:5:9] 
[11/12/2021 8:5:11] 
[11/12/2021 8:5:14] 
[11/12/2021 8:5:16] 
[11/12/2021 8:5:18] 
[11/12/2021 8:5:20] 
[11/12/2021 8:5:23] 
[11/12/2021 8:5:33] 
[11/12/2021 8:5:35] 
[11/12/2021 8:5:37] 
[11/12/2021 8:5:40] 
[11/12/2021 8:5:42] 
[11/12/2021 8:5:44] 
[11/12/2021 8:5:46] 
[11/12/2021 8:5:48] 
[11/12/2021 8:5:52] 
[11/12/2021 8:5:54] 
[11/12/2021 8:6:0] 
[11/12/2021 8:6:2] 
[11/12/2021 8:6:5] 
[11/12/2021 8:6:12] 
[11/12/2021 8:6:14] 
[11/12/2021 8:6:18] 
[11/12/2021 8:6:20] 
[11/12/2021 8:6:22] 
[11/12/2021 8:6:30] 
[11/12/2021 8:6:32] 
[11/12/2021 8:6:45] 
[11/12/2021 8:6:48] 
[11/12/2021 8:6:50] 
[11/12/2021 8:6:52] 
[11/12/2021 8:7:4] 
[11/12/2021 8:7:6] 
[11/12/2021 8:7:8] 
[11/12/2021 8:7:10] 
[11/12/2021 8:7:13] 
[11/12/2021 8:7:15] 
[11/12/2021 8:7:17] 
[11/12/2021 8:7:19] 
[11/12/2021 8:7:21] 
[11/12/2021 8:7:23] 
[11/12/2021 8:7:26] 
[11/12/2021 8:7:30] 
[11/12/2021 8:7:34] 
[11/12/2021 8:7:37] 
[11/12/2021 8:7:39] 
[11/12/2021 8:7:41] 
[11/12/2021 8:7:43] 
[11/12/2021 8:7:45] 
[11/12/2021 8:7:47] 
[11/12/2021 8:7:49] 
[11/12/2021 8:7:52] 
[11/12/2021 8:7:56] 
[11/12/2021 8:8:2] 
[11/12/2021 8:8:6] 
[11/12/2021 8:8:8] 
[11/12/2021 8:8:10] 
[11/12/2021 8:8:12] 
[11/12/2021 8:8:14] 
[11/12/2021 8:8:16] 
[11/12/2021 8:8:19] 
[11/12/2021 8:8:21] 
[11/12/2021 8:8:23] 
[11/12/2021 8:8:25] 
[11/12/2021 8:8:27] 
[11/12/2021 8:8:29] 
[11/12/2021 8:8:39] 
[11/12/2021 8:8:41] 
[11/12/2021 8:8:51] 
[11/12/2021 8:8:53] 
[11/12/2021 8:9:0] 
[11/12/2021 8:9:2] 
[11/12/2021 8:9:4] 
[11/12/2021 8:9:6] 
[11/12/2021 8:9:12] 
[11/12/2021 8:9:14] 
[11/12/2021 8:9:18] 
[11/12/2021 8:9:20] 
[11/12/2021 8:9:30] 
[11/12/2021 8:9:32] 
[11/12/2021 8:9:34] 
[11/12/2021 8:9:36] 
[11/12/2021 8:9:38] 
[11/12/2021 8:9:45] 
[11/12/2021 8:9:47] 
[11/12/2021 8:9:49] 
[11/12/2021 8:10:0] 
[11/12/2021 8:10:2] 
[11/12/2021 8:10:5] 
[11/12/2021 8:10:7] 
[11/12/2021 8:10:9] 
[11/12/2021 8:10:11] 
[11/12/2021 8:10:13] 
[11/12/2021 8:10:19] 
[11/12/2021 8:10:21] 
[11/12/2021 8:10:23] 
[11/12/2021 8:10:25] 
[11/12/2021 8:10:27] 
[11/12/2021 8:10:29] 
[11/12/2021 8:10:40] 
[11/12/2021 8:10:43] 
[11/12/2021 8:10:45] 
[11/12/2021 8:10:47] 
[11/12/2021 8:10:49] 
[11/12/2021 8:10:57] 
[11/12/2021 8:10:59] 
[11/12/2021 8:11:1] 
[11/12/2021 8:11:3] 
[11/12/2021 8:11:5] 
[11/12/2021 8:11:8] 
[11/12/2021 8:11:10] 
[11/12/2021 8:11:14] 
[11/12/2021 8:11:17] 
[11/12/2021 8:11:19] 
[11/12/2021 8:11:27] 
[11/12/2021 8:11:29] 
[11/12/2021 8:11:32] 
[11/12/2021 8:11:34] 
[11/12/2021 8:11:36] 
[11/12/2021 8:11:39] 
[11/12/2021 8:11:41] 
[11/12/2021 8:11:43] 
[11/12/2021 8:11:45] 
[11/12/2021 8:11:47] 
[11/12/2021 8:11:49] 
[11/12/2021 8:11:52] 
[11/12/2021 8:11:54] 
[11/12/2021 8:12:5] 
[11/12/2021 8:12:9] 
[11/12/2021 8:12:11] 
[11/12/2021 8:12:14] 
[11/12/2021 8:12:16] 
[11/12/2021 8:12:18] 
[11/12/2021 8:12:20] 
[11/12/2021 8:12:22] 
[11/12/2021 8:12:24] 
[11/12/2021 8:12:26] 
[11/12/2021 8:12:35] 
[11/12/2021 8:12:57] 
[11/12/2021 8:12:59] 
[11/12/2021 8:13:2] 
[11/12/2021 8:13:4] 
[11/12/2021 8:13:6] 
[11/12/2021 8:13:8] 
[11/12/2021 8:13:12] 
[11/12/2021 8:13:18] 
[11/12/2021 8:13:21] 
[11/12/2021 8:13:23] 
[11/12/2021 8:13:25] 
[11/12/2021 8:13:27] 
[11/12/2021 8:13:29] 
[11/12/2021 8:13:31] 
[11/12/2021 8:13:34] 
[11/12/2021 8:13:36] 
[11/12/2021 8:13:38] 
[11/12/2021 8:13:40] 
[11/12/2021 8:13:46] 
[11/12/2021 8:13:48] 
[11/12/2021 8:13:51] 
[11/12/2021 8:13:53] 
[11/12/2021 8:13:55] 
[11/12/2021 8:13:57] 
[11/12/2021 8:14:0] 
[11/12/2021 8:14:2] 
[11/12/2021 8:14:4] 
[11/12/2021 8:14:6] 
[11/12/2021 8:14:8] 
[11/12/2021 8:14:11] 
[11/12/2021 8:14:21] 
[11/12/2021 8:14:23] 
[11/12/2021 8:14:25] 
[11/12/2021 8:14:27] 
[11/12/2021 8:14:29] 
[11/12/2021 8:14:37] 
[11/12/2021 8:14:39] 
[11/12/2021 8:14:41] 
[11/12/2021 8:14:43] 
[11/12/2021 8:14:45] 
[11/12/2021 8:14:47] 
[11/12/2021 8:14:53] 
[11/12/2021 8:14:55] 
[11/12/2021 8:14:57] 
[11/12/2021 8:14:59] 
[11/12/2021 8:15:4] 
[11/12/2021 8:15:6] 
[11/12/2021 8:15:13] 
[11/12/2021 8:15:15] 
[11/12/2021 8:15:17] 
[11/12/2021 8:15:19] 
[11/12/2021 8:15:22] 
[11/12/2021 8:15:24] 
[11/12/2021 8:15:26] 
[11/12/2021 8:15:47] 
[11/12/2021 8:15:50] 
[11/12/2021 8:15:54] 
[11/12/2021 8:15:56] 
[11/12/2021 8:16:6] 
[11/12/2021 8:16:8] 
[11/12/2021 8:16:10] 
[11/12/2021 8:16:13] 
[11/12/2021 8:16:15] 
[11/12/2021 8:16:17] 
[11/12/2021 8:16:19] 
[11/12/2021 8:16:22] 
[11/12/2021 8:16:24] 
[11/12/2021 8:16:26] 
[11/12/2021 8:16:28] 
[11/12/2021 8:16:31] 
[11/12/2021 8:16:33] 
[11/12/2021 8:16:35] 
[11/12/2021 8:16:45] 
[11/12/2021 8:16:47] 
[11/12/2021 8:16:49] 
[11/12/2021 8:16:51] 
[11/12/2021 8:16:54] 
[11/12/2021 8:16:56] 
[11/12/2021 8:16:58] 
[11/12/2021 8:17:2] 
[11/12/2021 8:17:4] 
[11/12/2021 8:17:6] 
[11/12/2021 8:17:9] 
[11/12/2021 8:17:11] 
[11/12/2021 8:17:15] 
[11/12/2021 8:17:18] 
[11/12/2021 8:17:20] 
[11/12/2021 8:17:22] 
[11/12/2021 8:17:24] 
[11/12/2021 8:17:26] 
[11/12/2021 8:17:28] 
[11/12/2021 8:17:31] 
[11/12/2021 8:17:33] 
[11/12/2021 8:17:35] 
[11/12/2021 8:17:37] 
[11/12/2021 8:17:55] 
[11/12/2021 8:17:57] 
[11/12/2021 8:18:14] 
[11/12/2021 8:18:16] 
[11/12/2021 8:18:31] 
[11/12/2021 8:18:33] 
[11/12/2021 8:18:35] 
[11/12/2021 8:18:38] 
[11/12/2021 8:18:40] 
[11/12/2021 8:18:42] 
[11/12/2021 8:18:44] 
[11/12/2021 8:18:50] 
[11/12/2021 8:18:54] 
[11/12/2021 8:18:56] 
[11/12/2021 8:18:58] 
[11/12/2021 8:19:0] 
[11/12/2021 8:19:3] 
[11/12/2021 8:19:5] 
[11/12/2021 8:19:7] 
[11/12/2021 8:19:9] 
[11/12/2021 8:19:11] 
[11/12/2021 8:19:19] 
[11/12/2021 8:19:21] 
[11/12/2021 8:19:23] 
[11/12/2021 8:19:25] 
[11/12/2021 8:19:27] 
[11/12/2021 8:19:30] 
[11/12/2021 8:19:32] 
[11/12/2021 8:19:34] 
[11/12/2021 8:19:37] 
[11/12/2021 8:19:39] 
[11/12/2021 8:19:46] 
[11/12/2021 8:19:48] 
[11/12/2021 8:19:50] 
[11/12/2021 8:19:56] 
[11/12/2021 8:19:59] 
[11/12/2021 8:20:1] 
[11/12/2021 8:20:3] 
[11/12/2021 8:20:5] 
[11/12/2021 8:20:7] 
[11/12/2021 8:20:14] 
[11/12/2021 8:20:17] 
[11/12/2021 8:20:24] 
[11/12/2021 8:20:26] 
[11/12/2021 8:20:39] 
[11/12/2021 8:20:42] 
[11/12/2021 8:20:51] 
[11/12/2021 8:20:53] 
[11/12/2021 8:20:55] 
[11/12/2021 8:20:58] 
[11/12/2021 8:21:11] 
[11/12/2021 8:21:14] 
[11/12/2021 8:21:18] 
[11/12/2021 8:21:20] 
[11/12/2021 8:21:27] 
[11/12/2021 8:21:29] 
[11/12/2021 8:21:32] 
[11/12/2021 8:21:34] 
[11/12/2021 8:21:36] 
[11/12/2021 8:21:38] 
[11/12/2021 8:21:40] 
[11/12/2021 8:21:45] 
[11/12/2021 8:21:47] 
[11/12/2021 8:21:49] 
[11/12/2021 8:21:52] 
[11/12/2021 8:21:54] 
[11/12/2021 8:22:9] 
[11/12/2021 8:22:12] 
[11/12/2021 8:22:14] 
[11/12/2021 8:22:19] 
[11/12/2021 8:22:21] 
[11/12/2021 8:22:23] 
[11/12/2021 8:22:25] 
[11/12/2021 8:22:32] 
[11/12/2021 8:22:34] 
[11/12/2021 8:22:37] 
[11/12/2021 8:22:39] 
[11/12/2021 8:22:41] 
[11/12/2021 8:22:43] 
[11/12/2021 8:22:45] 
[11/12/2021 8:22:50] 
[11/12/2021 8:22:52] 
[11/12/2021 8:22:54] 
[11/12/2021 8:22:59] 
[11/12/2021 8:23:2] 
[11/12/2021 8:23:6] 
[11/12/2021 8:23:8] 
[11/12/2021 8:23:10] 
[11/12/2021 8:23:15] 
[11/12/2021 8:23:21] 
[11/12/2021 8:23:23] 
[11/12/2021 8:23:25] 
[11/12/2021 8:23:28] 
[11/12/2021 8:23:30] 
[11/12/2021 8:23:32] 
[11/12/2021 8:23:34] 
[11/12/2021 8:23:36] 
[11/12/2021 8:23:39] 
[11/12/2021 8:23:41] 
[11/12/2021 8:23:43] 
[11/12/2021 8:23:45] 
[11/12/2021 8:23:48] 
[11/12/2021 8:23:50] 
[11/12/2021 8:24:0] 
[11/12/2021 8:24:2] 
[11/12/2021 8:24:5] 
[11/12/2021 8:24:9] 
[11/12/2021 8:24:11] 
[11/12/2021 8:24:13] 
[11/12/2021 8:24:15] 
[11/12/2021 8:24:23] 
[11/12/2021 8:24:27] 
[11/12/2021 8:24:30] 
[11/12/2021 8:24:32] 
[11/12/2021 8:24:34] 
[11/12/2021 8:24:36] 
[11/12/2021 8:24:38] 
[11/12/2021 8:24:40] 
[11/12/2021 8:24:48] 
[11/12/2021 8:24:50] 
[11/12/2021 8:24:54] 
[11/12/2021 8:24:56] 
[11/12/2021 8:25:0] 
[11/12/2021 8:25:2] 
[11/12/2021 8:25:4] 
[11/12/2021 8:25:7] 
[11/12/2021 8:25:9] 
[11/12/2021 8:25:11] 
[11/12/2021 8:25:13] 
[11/12/2021 8:25:16] 
[11/12/2021 8:25:25] 
[11/12/2021 8:25:27] 
[11/12/2021 8:25:30] 
[11/12/2021 8:25:32] 
[11/12/2021 8:25:34] 
[11/12/2021 8:25:36] 
[11/12/2021 8:25:38] 
[11/12/2021 8:25:41] 
[11/12/2021 8:25:43] 
[11/12/2021 8:25:45] 
[11/12/2021 8:25:48] 
[11/12/2021 8:25:50] 
[11/12/2021 8:25:52] 
[11/12/2021 8:26:6] 
[11/12/2021 8:26:8] 
[11/12/2021 8:26:11] 
[11/12/2021 8:26:13] 
[11/12/2021 8:26:21] 
[11/12/2021 8:26:23] 
[11/12/2021 8:26:33] 
[11/12/2021 8:26:35] 
[11/12/2021 8:26:38] 
[11/12/2021 8:26:40] 
[11/12/2021 8:26:42] 
[11/12/2021 8:26:45] 
[11/12/2021 8:26:52] 
[11/12/2021 8:26:54] 
