[1/6/2022 1:36:15] !aol
[1/6/2022 1:55:54] !aol
[1/6/2022 1:58:37] !aol
[1/6/2022 13:44:44] !frags
[1/6/2022 19:8:52] !frags
[3/6/2022 7:40:39] !emotespells on
[3/6/2022 7:41:0] !emotespells on
[3/6/2022 7:41:20] !emotespells on
[3/6/2022 7:41:41] !emotespells on
[3/6/2022 7:42:2] !emotespells on
[3/6/2022 7:42:22] !emotespells on
[3/6/2022 7:42:43] !emotespells on
[3/6/2022 7:43:4] !emotespells on
[3/6/2022 7:43:24] !emotespells on
[3/6/2022 7:43:45] !emotespells on
[3/6/2022 7:44:18] !emotespells on
[3/6/2022 7:45:5] !emotespells on
[3/6/2022 7:47:57] !emotespells on
[3/6/2022 7:51:38] !emotespells on
[3/6/2022 7:54:55] !emotespells on
[3/6/2022 7:55:23] !emotespells on
[3/6/2022 7:58:19] !emotespells on
[3/6/2022 8:2:19] !emotespells on
[3/6/2022 8:5:57] !emotespells on
[3/6/2022 8:8:59] !emotespells on
[3/6/2022 8:12:9] !emotespells on
[3/6/2022 8:13:50] !emotespells on
[3/6/2022 8:16:17] !emotespells on
[3/6/2022 8:19:10] !emotespells on
[3/6/2022 8:21:22] !emotespells on
[3/6/2022 8:24:2] !emotespells on
[3/6/2022 8:25:19] !emotespells on
[3/6/2022 8:27:13] !emotespells on
[3/6/2022 8:28:55] !emotespells on
[3/6/2022 8:31:11] !emotespells on
[3/6/2022 8:33:50] !emotespells on
[3/6/2022 8:35:41] !emotespells on
[3/6/2022 8:37:31] !emotespells on
[3/6/2022 8:39:4] !emotespells on
[3/6/2022 8:40:28] !emotespells on
[3/6/2022 8:42:51] !emotespells on
[3/6/2022 8:44:42] !emotespells on
[3/6/2022 8:46:12] !emotespells on
[3/6/2022 8:48:28] !emotespells on
[3/6/2022 8:50:45] !emotespells on
[3/6/2022 8:53:22] !emotespells on
[3/6/2022 8:56:47] !emotespells on
[3/6/2022 8:59:21] !emotespells on
[3/6/2022 9:1:14] !emotespells on
[3/6/2022 9:5:32] !emotespells on
[3/6/2022 9:9:6] !emotespells on
[3/6/2022 9:12:34] !emotespells on
[3/6/2022 9:16:1] !emotespells on
[3/6/2022 9:19:55] !emotespells on
[3/6/2022 9:23:6] !emotespells on
[3/6/2022 9:26:42] !emotespells on
[3/6/2022 9:30:14] !emotespells on
[3/6/2022 9:33:43] !emotespells on
[3/6/2022 9:37:29] !emotespells on
[3/6/2022 9:40:47] !emotespells on
[3/6/2022 9:44:11] !emotespells on
[3/6/2022 9:47:44] !emotespells on
[3/6/2022 9:51:47] !emotespells on
[3/6/2022 9:55:39] !emotespells on
[3/6/2022 10:0:19] !emotespells on
[3/6/2022 10:5:22] !emotespells on
[3/6/2022 10:9:50] !emotespells on
[3/6/2022 10:14:26] !emotespells on
[3/6/2022 10:17:49] !emotespells on
[3/6/2022 10:21:16] !emotespells on
[3/6/2022 10:24:55] !emotespells on
[3/6/2022 10:27:38] !emotespells on
[3/6/2022 10:30:52] !emotespells on
[3/6/2022 10:34:9] !emotespells on
[3/6/2022 10:37:6] !emotespells on
[3/6/2022 10:41:3] !emotespells on
[3/6/2022 10:43:29] !emotespells on
[3/6/2022 10:46:24] !emotespells on
[3/6/2022 10:48:57] !emotespells on
[3/6/2022 10:51:45] !emotespells on
[3/6/2022 10:53:53] !emotespells on
[3/6/2022 10:56:16] !emotespells on
[3/6/2022 10:58:51] !emotespells on
[3/6/2022 11:1:3] !emotespells on
[3/6/2022 11:3:30] !emotespells on
[3/6/2022 11:5:0] !emotespells on
[3/6/2022 11:7:32] !emotespells on
[3/6/2022 11:10:31] !emotespells on
[3/6/2022 11:13:5] !emotespells on
[3/6/2022 11:15:49] !emotespells on
[3/6/2022 11:18:12] !emotespells on
[3/6/2022 11:20:41] !emotespells on
[3/6/2022 11:23:26] !emotespells on
[3/6/2022 11:25:23] !emotespells on
[3/6/2022 11:28:23] !emotespells on
[3/6/2022 11:30:37] !emotespells on
[3/6/2022 11:32:55] !emotespells on
[3/6/2022 11:35:19] !emotespells on
[3/6/2022 11:37:39] !emotespells on
[3/6/2022 11:39:16] !emotespells on
[3/6/2022 11:42:43] !emotespells on
[3/6/2022 11:44:32] !emotespells on
[3/6/2022 11:46:49] !emotespells on
[3/6/2022 11:48:58] !emotespells on
[3/6/2022 11:50:57] !emotespells on
[3/6/2022 11:52:51] !emotespells on
[3/6/2022 11:55:28] !emotespells on
[3/6/2022 11:58:26] !emotespells on
[3/6/2022 12:0:49] !emotespells on
[3/6/2022 12:3:16] !emotespells on
[3/6/2022 12:6:6] !emotespells on
[3/6/2022 12:9:8] !emotespells on
[3/6/2022 12:11:44] !emotespells on
[3/6/2022 12:14:38] !emotespells on
[3/6/2022 12:17:21] !emotespells on
[3/6/2022 12:19:33] !emotespells on
[3/6/2022 12:22:20] !emotespells on
[4/6/2022 8:31:13] !emotespells on
[4/6/2022 8:33:48] !emotespells on
[4/6/2022 8:36:10] !emotespells on
[4/6/2022 8:38:3] !emotespells on
[4/6/2022 8:40:44] !emotespells on
[4/6/2022 8:42:8] !emotespells on
[4/6/2022 8:43:34] !emotespells on
[4/6/2022 8:45:49] !emotespells on
[4/6/2022 8:48:32] !emotespells on
[4/6/2022 8:49:59] !emotespells on
[4/6/2022 8:52:43] !emotespells on
[4/6/2022 8:54:21] !emotespells on
[4/6/2022 8:56:46] !emotespells on
[4/6/2022 8:57:52] !emotespells on
[4/6/2022 9:0:4] !emotespells on
[4/6/2022 9:2:33] !emotespells on
[4/6/2022 9:4:41] !emotespells on
[4/6/2022 9:5:6] !emotespells on
[4/6/2022 9:7:13] !emotespells on
[4/6/2022 9:8:20] !emotespells on
[4/6/2022 9:10:12] !emotespells on
[4/6/2022 9:11:37] !emotespells on
[4/6/2022 9:13:21] !emotespells on
[4/6/2022 9:15:23] !emotespells on
[4/6/2022 9:16:51] !emotespells on
[4/6/2022 9:18:20] !emotespells on
[4/6/2022 9:19:57] !emotespells on
[4/6/2022 9:22:34] !emotespells on
[4/6/2022 9:25:45] !emotespells on
[4/6/2022 9:27:51] !emotespells on
[4/6/2022 9:29:41] !emotespells on
[4/6/2022 9:31:24] !emotespells on
[4/6/2022 9:33:44] !emotespells on
[4/6/2022 9:36:25] !emotespells on
[4/6/2022 9:38:15] !emotespells on
[4/6/2022 9:39:56] !emotespells on
[4/6/2022 9:41:26] !emotespells on
[4/6/2022 9:43:7] !emotespells on
[4/6/2022 9:44:47] !emotespells on
[4/6/2022 9:46:24] !emotespells on
[4/6/2022 9:48:18] !emotespells on
[4/6/2022 9:51:23] !emotespells on
[4/6/2022 9:53:13] !emotespells on
[4/6/2022 9:55:16] !emotespells on
[4/6/2022 9:56:48] !emotespells on
[4/6/2022 9:58:0] !emotespells on
[4/6/2022 9:59:21] !emotespells on
[4/6/2022 10:1:18] !emotespells on
[4/6/2022 10:2:46] !emotespells on
[4/6/2022 10:4:38] !emotespells on
[4/6/2022 10:6:17] !emotespells on
[4/6/2022 10:8:1] !emotespells on
[4/6/2022 10:9:5] !emotespells on
[4/6/2022 10:11:1] !emotespells on
[4/6/2022 10:14:8] !emotespells on
[4/6/2022 10:15:59] !emotespells on
[4/6/2022 10:18:29] !emotespells on
[4/6/2022 10:20:48] !emotespells on
[4/6/2022 10:22:47] !emotespells on
[4/6/2022 10:24:33] !emotespells on
[4/6/2022 10:26:44] !emotespells on
[4/6/2022 10:28:43] !emotespells on
[4/6/2022 10:30:26] !emotespells on
[4/6/2022 10:32:35] !emotespells on
[4/6/2022 10:34:30] !emotespells on
[4/6/2022 10:37:36] !emotespells on
[4/6/2022 10:39:58] !emotespells on
[4/6/2022 10:42:17] !emotespells on
[4/6/2022 10:43:40] !emotespells on
[4/6/2022 10:46:26] !emotespells on
[4/6/2022 10:47:44] !emotespells on
[4/6/2022 10:49:24] !emotespells on
[4/6/2022 10:50:59] !emotespells on
[4/6/2022 10:52:45] !emotespells on
[4/6/2022 10:55:11] !emotespells on
[4/6/2022 10:56:51] !emotespells on
[4/6/2022 10:58:57] !emotespells on
[4/6/2022 11:2:28] !emotespells on
[4/6/2022 11:4:28] !emotespells on
[4/6/2022 11:6:3] !emotespells on
[4/6/2022 11:7:50] !emotespells on
[4/6/2022 11:9:27] !emotespells on
[4/6/2022 11:11:32] !emotespells on
[4/6/2022 11:13:20] !emotespells on
[4/6/2022 11:14:53] !emotespells on
[4/6/2022 11:17:17] !emotespells on
[4/6/2022 11:18:46] !emotespells on
[4/6/2022 11:20:43] !emotespells on
[4/6/2022 11:22:48] !emotespells on
[4/6/2022 11:24:58] !emotespells on
[4/6/2022 11:27:3] !emotespells on
[4/6/2022 11:28:54] !emotespells on
[4/6/2022 11:30:29] !emotespells on
[4/6/2022 11:31:44] !emotespells on
[4/6/2022 11:33:46] !emotespells on
[4/6/2022 11:35:24] !emotespells on
[4/6/2022 11:37:14] !emotespells on
[4/6/2022 11:38:58] !emotespells on
[4/6/2022 11:40:48] !emotespells on
[4/6/2022 11:42:19] !emotespells on
[4/6/2022 11:43:59] !emotespells on
[4/6/2022 11:45:42] !emotespells on
[4/6/2022 11:47:39] !emotespells on
[4/6/2022 11:49:31] !emotespells on
[4/6/2022 11:50:41] !emotespells on
[4/6/2022 11:52:7] !emotespells on
[4/6/2022 11:54:49] !emotespells on
[4/6/2022 11:56:49] !emotespells on
[4/6/2022 11:58:27] !emotespells on
[4/6/2022 12:0:25] !emotespells on
[4/6/2022 12:1:47] !emotespells on
[4/6/2022 12:3:44] !emotespells on
[4/6/2022 12:5:8] !emotespells on
[4/6/2022 12:7:42] !emotespells on
[4/6/2022 12:9:19] !emotespells on
[4/6/2022 12:11:20] !emotespells on
[4/6/2022 12:13:16] !emotespells on
[4/6/2022 12:15:27] !emotespells on
[4/6/2022 12:16:53] !emotespells on
[4/6/2022 12:18:17] !emotespells on
[4/6/2022 12:20:42] !emotespells on
[4/6/2022 12:22:5] !emotespells on
[4/6/2022 12:24:12] !emotespells on
[4/6/2022 12:26:5] !emotespells on
[4/6/2022 12:27:47] !emotespells on
[4/6/2022 12:28:53] !emotespells on
[4/6/2022 12:30:28] !emotespells on
[4/6/2022 12:32:22] !emotespells on
[4/6/2022 12:33:49] !emotespells on
[4/6/2022 12:36:11] !emotespells on
[4/6/2022 12:37:45] !emotespells on
[4/6/2022 12:40:14] !emotespells on
[4/6/2022 12:43:0] !emotespells on
[4/6/2022 12:44:40] !emotespells on
[4/6/2022 12:46:53] !emotespells on
[4/6/2022 12:48:42] !emotespells on
[4/6/2022 12:51:4] !emotespells on
[4/6/2022 12:52:48] !emotespells on
[4/6/2022 12:54:40] !emotespells on
[4/6/2022 12:56:47] !emotespells on
[4/6/2022 12:59:30] !emotespells on
[4/6/2022 13:1:4] !emotespells on
[4/6/2022 13:2:35] !emotespells on
[4/6/2022 13:4:46] !emotespells on
[4/6/2022 13:6:27] !emotespells on
[4/6/2022 13:7:51] !emotespells on
[4/6/2022 13:9:34] !emotespells on
[4/6/2022 13:11:20] !emotespells on
[4/6/2022 13:13:5] !emotespells on
[4/6/2022 13:14:19] !emotespells on
[4/6/2022 13:16:12] !emotespells on
[4/6/2022 13:19:4] !emotespells on
[4/6/2022 13:20:47] !emotespells on
[4/6/2022 13:22:22] !emotespells on
[4/6/2022 13:24:56] !emotespells on
[4/6/2022 13:28:20] !emotespells on
[4/6/2022 13:29:45] !emotespells on
[4/6/2022 13:32:1] !emotespells on
[4/6/2022 13:34:23] !emotespells on
[4/6/2022 13:37:1] !emotespells on
[4/6/2022 13:38:29] !emotespells on
[4/6/2022 13:40:56] !emotespells on
[4/6/2022 13:41:18] !emotespells on
[4/6/2022 13:44:10] !emotespells on
[4/6/2022 13:47:1] !emotespells on
[4/6/2022 13:50:42] !emotespells on
[4/6/2022 13:52:51] !emotespells on
[4/6/2022 13:55:15] !emotespells on
[4/6/2022 13:57:16] !emotespells on
[4/6/2022 14:0:4] !emotespells on
[4/6/2022 14:2:35] !emotespells on
[4/6/2022 14:4:42] !emotespells on
[4/6/2022 14:6:44] !emotespells on
[4/6/2022 14:8:41] !emotespells on
[4/6/2022 14:10:38] !emotespells on
[4/6/2022 14:13:39] !emotespells on
[4/6/2022 14:15:55] !emotespells on
[4/6/2022 14:18:53] !emotespells on
[4/6/2022 14:21:31] !emotespells on
[4/6/2022 14:24:12] !emotespells on
[4/6/2022 14:26:54] !emotespells on
[4/6/2022 14:28:1] !emotespells on
[4/6/2022 14:30:24] !emotespells on
[4/6/2022 14:32:27] !emotespells on
[4/6/2022 14:34:47] !emotespells on
[4/6/2022 14:36:52] !emotespells on
[4/6/2022 14:38:36] !emotespells on
[4/6/2022 14:40:18] !emotespells on
[4/6/2022 14:42:54] !emotespells on
[4/6/2022 14:45:34] !emotespells on
[4/6/2022 14:48:52] !emotespells on
[4/6/2022 14:51:18] !emotespells on
[4/6/2022 14:53:47] !emotespells on
[4/6/2022 14:55:27] !emotespells on
[4/6/2022 14:58:10] !emotespells on
[4/6/2022 15:1:12] !emotespells on
[4/6/2022 15:3:24] !emotespells on
[4/6/2022 15:5:40] !emotespells on
[4/6/2022 15:7:24] !emotespells on
[4/6/2022 15:9:43] !emotespells on
[4/6/2022 15:12:50] !emotespells on
[4/6/2022 15:16:42] !emotespells on
[4/6/2022 15:19:5] !emotespells on
[4/6/2022 15:21:16] !emotespells on
[4/6/2022 15:23:57] !emotespells on
[4/6/2022 15:27:1] !emotespells on
[4/6/2022 15:28:46] !emotespells on
[4/6/2022 15:31:1] !emotespells on
[4/6/2022 15:33:33] !emotespells on
[4/6/2022 15:34:6] !emotespells on
[4/6/2022 15:36:41] !emotespells on
[4/6/2022 15:39:20] !emotespells on
[4/6/2022 15:42:15] !emotespells on
[4/6/2022 15:44:44] !emotespells on
[4/6/2022 15:49:28] !emotespells on
[4/6/2022 15:55:22] !emotespells on
[4/6/2022 15:57:54] !emotespells on
[4/6/2022 16:2:49] !emotespells on
[4/6/2022 16:6:9] !emotespells on
[4/6/2022 16:8:41] !emotespells on
[4/6/2022 16:12:1] !emotespells on
[4/6/2022 16:15:34] !emotespells on
[4/6/2022 16:19:3] !emotespells on
[4/6/2022 16:23:9] !emotespells on
[4/6/2022 16:27:41] !emotespells on
[4/6/2022 16:32:55] !emotespells on
[4/6/2022 16:37:30] !emotespells on
[4/6/2022 16:42:9] !emotespells on
[4/6/2022 16:47:29] !emotespells on
[4/6/2022 16:51:44] !emotespells on
[4/6/2022 16:56:30] !emotespells on
[4/6/2022 17:1:56] !emotespells on
[4/6/2022 17:5:54] !emotespells on
[4/6/2022 17:10:17] !emotespells on
[4/6/2022 17:14:18] !emotespells on
[4/6/2022 17:16:33] !emotespells on
[4/6/2022 17:19:30] !emotespells on
[4/6/2022 17:22:21] !emotespells on
[4/6/2022 17:25:5] !emotespells on
[4/6/2022 17:28:8] !emotespells on
[4/6/2022 17:31:2] !emotespells on
[4/6/2022 17:33:4] !emotespells on
[4/6/2022 17:35:57] !emotespells on
[4/6/2022 17:38:22] !emotespells on
[4/6/2022 17:40:46] !emotespells on
[4/6/2022 17:42:12] !emotespells on
[4/6/2022 17:44:32] !emotespells on
[4/6/2022 17:46:9] !emotespells on
[4/6/2022 17:48:22] !emotespells on
[4/6/2022 17:50:1] !emotespells on
[4/6/2022 17:52:4] !emotespells on
[4/6/2022 17:53:43] !emotespells on
[4/6/2022 17:55:58] !emotespells on
[4/6/2022 17:58:26] !emotespells on
[4/6/2022 18:0:21] !emotespells on
[4/6/2022 18:3:4] !emotespells on
[4/6/2022 18:5:33] !emotespells on
[4/6/2022 18:7:24] !emotespells on
[4/6/2022 18:9:48] !emotespells on
[4/6/2022 18:11:12] !emotespells on
[4/6/2022 18:12:59] !emotespells on
[4/6/2022 18:14:31] !emotespells on
[4/6/2022 18:16:18] !emotespells on
[4/6/2022 18:18:59] !emotespells on
[4/6/2022 18:25:32] !emotespells on
[4/6/2022 18:29:0] !emotespells on
[4/6/2022 18:32:9] !emotespells on
[4/6/2022 18:33:55] !emotespells on
[4/6/2022 18:36:12] !emotespells on
[4/6/2022 18:38:25] !emotespells on
[4/6/2022 18:40:25] !emotespells on
[4/6/2022 18:42:37] !emotespells on
[4/6/2022 18:45:9] !emotespells on
[4/6/2022 18:47:29] !emotespells on
[4/6/2022 18:49:37] !emotespells on
[4/6/2022 18:51:10] !emotespells on
[4/6/2022 18:53:5] !emotespells on
[4/6/2022 18:55:26] !emotespells on
[4/6/2022 18:57:5] !emotespells on
[4/6/2022 18:58:11] !emotespells on
[4/6/2022 18:59:42] !emotespells on
[4/6/2022 19:1:24] !emotespells on
[4/6/2022 19:3:35] !emotespells on
[4/6/2022 19:6:9] !emotespells on
[4/6/2022 19:8:51] !emotespells on
[4/6/2022 19:11:8] !emotespells on
[4/6/2022 19:13:36] !emotespells on
[4/6/2022 19:16:6] !emotespells on
[4/6/2022 19:19:8] !emotespells on
[4/6/2022 19:21:35] !emotespells on
[4/6/2022 19:23:25] !emotespells on
[4/6/2022 19:25:5] !emotespells on
[4/6/2022 19:26:56] !emotespells on
[4/6/2022 19:28:57] !emotespells on
[4/6/2022 19:31:19] !emotespells on
[4/6/2022 19:33:36] !emotespells on
[4/6/2022 19:35:45] !emotespells on
[4/6/2022 19:38:16] !emotespells on
[4/6/2022 19:40:38] !emotespells on
[4/6/2022 19:43:11] !emotespells on
[4/6/2022 19:45:22] !emotespells on
[4/6/2022 19:48:13] !emotespells on
[4/6/2022 19:50:29] !emotespells on
[4/6/2022 19:52:35] !emotespells on
[4/6/2022 19:54:47] !emotespells on
[4/6/2022 19:56:16] !emotespells on
[4/6/2022 19:57:47] !emotespells on
[4/6/2022 20:0:12] !emotespells on
[4/6/2022 20:2:52] !emotespells on
[4/6/2022 20:6:40] !emotespells on
[4/6/2022 20:10:5] !emotespells on
[4/6/2022 20:12:12] !emotespells on
[4/6/2022 20:15:12] !emotespells on
[4/6/2022 20:17:20] !emotespells on
[4/6/2022 20:19:44] !emotespells on
[4/6/2022 20:21:46] !emotespells on
[4/6/2022 20:24:0] !emotespells on
[4/6/2022 20:25:42] !emotespells on
[4/6/2022 20:28:20] !emotespells on
[4/6/2022 20:30:51] !emotespells on
[4/6/2022 20:33:1] !emotespells on
[4/6/2022 20:36:58] !emotespells on
[4/6/2022 20:39:20] !emotespells on
[4/6/2022 20:42:30] !emotespells on
[4/6/2022 20:45:20] !emotespells on
[4/6/2022 20:48:13] !emotespells on
[4/6/2022 20:51:21] !emotespells on
[4/6/2022 20:53:51] !emotespells on
[4/6/2022 20:56:13] !emotespells on
[4/6/2022 20:58:37] !emotespells on
[4/6/2022 21:0:41] !emotespells on
[4/6/2022 21:3:26] !emotespells on
[4/6/2022 21:5:4] !emotespells on
[4/6/2022 21:6:41] !emotespells on
[4/6/2022 21:8:21] !emotespells on
[4/6/2022 21:10:20] !emotespells on
[4/6/2022 21:13:7] !emotespells on
[4/6/2022 21:16:1] !emotespells on
[4/6/2022 21:18:59] !emotespells on
[4/6/2022 21:21:52] !emotespells on
[4/6/2022 21:25:1] !emotespells on
[4/6/2022 21:27:47] !emotespells on
[4/6/2022 21:31:19] !emotespells on
[4/6/2022 21:33:14] !emotespells on
[4/6/2022 21:37:3] !emotespells on
[4/6/2022 21:39:32] !emotespells on
[4/6/2022 21:41:33] !emotespells on
[4/6/2022 21:44:8] !emotespells on
[4/6/2022 21:46:31] !emotespells on
[4/6/2022 21:49:12] !emotespells on
[4/6/2022 21:51:54] !emotespells on
[4/6/2022 21:54:0] !emotespells on
[4/6/2022 21:56:34] !emotespells on
[4/6/2022 21:59:8] !emotespells on
[4/6/2022 22:2:6] !emotespells on
[4/6/2022 22:4:40] !emotespells on
[4/6/2022 22:7:34] !emotespells on
[4/6/2022 22:10:28] !emotespells on
[4/6/2022 22:12:47] !emotespells on
[4/6/2022 22:15:20] !emotespells on
[4/6/2022 22:18:3] !emotespells on
[4/6/2022 22:20:40] !emotespells on
[4/6/2022 22:23:7] !emotespells on
[4/6/2022 22:26:36] !emotespells on
[4/6/2022 22:29:28] !emotespells on
[4/6/2022 22:31:53] !emotespells on
[4/6/2022 22:35:23] !emotespells on
[4/6/2022 22:37:35] !emotespells on
[4/6/2022 22:40:30] !emotespells on
[4/6/2022 22:43:4] !emotespells on
[4/6/2022 22:45:21] !emotespells on
[4/6/2022 22:48:9] !emotespells on
[4/6/2022 22:51:29] !emotespells on
[4/6/2022 22:56:45] !emotespells on
[4/6/2022 22:59:58] !emotespells on
[4/6/2022 23:2:46] !emotespells on
[4/6/2022 23:5:52] !emotespells on
[4/6/2022 23:8:21] !emotespells on
[4/6/2022 23:10:55] !emotespells on
[4/6/2022 23:14:10] !emotespells on
[4/6/2022 23:16:54] !emotespells on
[4/6/2022 23:19:35] !emotespells on
[4/6/2022 23:22:44] !emotespells on
[4/6/2022 23:25:5] !emotespells on
[4/6/2022 23:27:47] !emotespells on
[4/6/2022 23:30:23] !emotespells on
[4/6/2022 23:32:46] !emotespells on
[4/6/2022 23:35:1] !emotespells on
[4/6/2022 23:36:36] !emotespells on
[4/6/2022 23:39:15] !emotespells on
[4/6/2022 23:40:52] !emotespells on
[4/6/2022 23:43:13] !emotespells on
[4/6/2022 23:45:47] !emotespells on
[4/6/2022 23:48:55] !emotespells on
[4/6/2022 23:52:27] !emotespells on
[4/6/2022 23:55:21] !emotespells on
[4/6/2022 23:57:43] !emotespells on
[4/6/2022 23:59:31] !emotespells on
[5/6/2022 0:1:58] !emotespells on
[5/6/2022 0:3:23] !emotespells on
[5/6/2022 0:5:44] !emotespells on
[5/6/2022 0:7:11] !emotespells on
[5/6/2022 0:9:37] !emotespells on
[5/6/2022 0:11:0] !emotespells on
[5/6/2022 0:12:37] !emotespells on
[5/6/2022 0:15:5] !emotespells on
[5/6/2022 0:16:57] !emotespells on
[5/6/2022 0:18:44] !emotespells on
[5/6/2022 0:21:15] !emotespells on
[5/6/2022 0:27:11] !emotespells on
[5/6/2022 0:28:47] !emotespells on
[5/6/2022 0:30:58] !emotespells on
[5/6/2022 0:33:2] !emotespells on
[5/6/2022 0:36:32] !emotespells on
[5/6/2022 0:39:9] !emotespells on
[5/6/2022 0:41:57] !emotespells on
[5/6/2022 0:45:14] !emotespells on
[5/6/2022 0:49:10] !emotespells on
[5/6/2022 0:51:45] !emotespells on
[5/6/2022 0:54:38] !emotespells on
[5/6/2022 0:57:22] !emotespells on
[5/6/2022 0:59:18] !emotespells on
[5/6/2022 1:2:22] !emotespells on
[5/6/2022 1:4:53] !emotespells on
[5/6/2022 1:7:23] !emotespells on
[5/6/2022 1:33:53] !emotespells on
[5/6/2022 1:38:36] !emotespells on
[5/6/2022 1:41:35] !emotespells on
[5/6/2022 1:44:8] !emotespells on
[5/6/2022 1:47:14] !emotespells on
[5/6/2022 1:50:4] !emotespells on
[5/6/2022 1:52:50] !emotespells on
[5/6/2022 1:55:39] !emotespells on
[5/6/2022 1:59:9] !emotespells on
[5/6/2022 2:1:29] !emotespells on
[5/6/2022 2:4:11] !emotespells on
[5/6/2022 2:6:56] !emotespells on
[5/6/2022 2:9:40] !emotespells on
[5/6/2022 2:12:29] !emotespells on
[5/6/2022 2:14:54] !emotespells on
[5/6/2022 2:17:26] !emotespells on
[5/6/2022 2:19:13] !emotespells on
[5/6/2022 2:22:2] !emotespells on
[5/6/2022 2:25:46] !emotespells on
[5/6/2022 2:28:44] !emotespells on
[5/6/2022 2:31:2] !emotespells on
[5/6/2022 2:33:12] !emotespells on
[5/6/2022 2:36:24] !emotespells on
[5/6/2022 2:39:57] !emotespells on
[5/6/2022 2:42:38] !emotespells on
[5/6/2022 2:45:19] !emotespells on
[5/6/2022 2:47:54] !emotespells on
[5/6/2022 2:50:19] !emotespells on
[5/6/2022 2:52:38] !emotespells on
[5/6/2022 2:54:51] !emotespells on
[5/6/2022 2:57:1] !emotespells on
[5/6/2022 2:59:45] !emotespells on
[5/6/2022 3:2:18] !emotespells on
[5/6/2022 3:5:19] !emotespells on
[5/6/2022 3:7:52] !emotespells on
[5/6/2022 3:10:43] !emotespells on
[5/6/2022 3:13:45] !emotespells on
[5/6/2022 3:15:57] !emotespells on
[5/6/2022 3:19:7] !emotespells on
[5/6/2022 3:21:51] !emotespells on
[5/6/2022 3:24:5] !emotespells on
[5/6/2022 3:27:3] !emotespells on
[5/6/2022 3:30:20] !emotespells on
[5/6/2022 3:32:43] !emotespells on
[5/6/2022 3:35:40] !emotespells on
[5/6/2022 3:38:28] !emotespells on
[5/6/2022 3:41:41] !emotespells on
[5/6/2022 3:44:42] !emotespells on
[5/6/2022 3:47:8] !emotespells on
[5/6/2022 3:48:56] !emotespells on
[5/6/2022 3:50:30] !emotespells on
[5/6/2022 3:52:0] !emotespells on
[5/6/2022 3:53:38] !emotespells on
[5/6/2022 3:55:49] !emotespells on
[5/6/2022 3:58:26] !emotespells on
[5/6/2022 4:0:5] !emotespells on
[5/6/2022 4:2:18] !emotespells on
[5/6/2022 4:4:13] !emotespells on
[5/6/2022 4:6:28] !emotespells on
[5/6/2022 4:7:54] !emotespells on
[5/6/2022 4:11:23] !emotespells on
[5/6/2022 4:13:47] !emotespells on
[5/6/2022 4:16:9] !emotespells on
[5/6/2022 4:19:22] !emotespells on
[5/6/2022 4:21:29] !emotespells on
[5/6/2022 4:24:5] !emotespells on
[5/6/2022 4:27:5] !emotespells on
[5/6/2022 4:29:31] !emotespells on
[5/6/2022 4:31:31] !emotespells on
[5/6/2022 4:34:35] !emotespells on
[5/6/2022 4:37:23] !emotespells on
[5/6/2022 4:39:48] !emotespells on
[5/6/2022 4:41:15] !emotespells on
[5/6/2022 4:43:30] !emotespells on
[5/6/2022 4:46:15] !emotespells on
[5/6/2022 4:48:37] !emotespells on
[5/6/2022 4:51:26] !emotespells on
[5/6/2022 4:53:40] !emotespells on
[5/6/2022 4:56:26] !emotespells on
[5/6/2022 4:58:59] !emotespells on
[5/6/2022 5:4:0] !emotespells on
[5/6/2022 5:7:6] !emotespells on
[5/6/2022 5:9:9] !emotespells on
[5/6/2022 5:10:45] !emotespells on
[5/6/2022 5:13:6] !emotespells on
[5/6/2022 5:15:30] !emotespells on
[5/6/2022 5:18:11] !emotespells on
[5/6/2022 5:20:23] !emotespells on
[5/6/2022 5:22:19] !emotespells on
[5/6/2022 5:24:19] !emotespells on
[5/6/2022 5:28:9] !emotespells on
[5/6/2022 5:30:26] !emotespells on
[5/6/2022 5:32:53] !emotespells on
[5/6/2022 5:35:0] !emotespells on
[5/6/2022 5:37:20] !emotespells on
[5/6/2022 5:40:33] !emotespells on
[5/6/2022 5:43:48] !emotespells on
[5/6/2022 5:46:3] !emotespells on
[5/6/2022 5:48:9] !emotespells on
[5/6/2022 5:50:28] !emotespells on
[5/6/2022 5:52:10] !emotespells on
[5/6/2022 5:54:19] !emotespells on
[5/6/2022 5:56:20] !emotespells on
[5/6/2022 5:59:26] !emotespells on
[5/6/2022 6:1:53] !emotespells on
[5/6/2022 6:5:53] !emotespells on
[5/6/2022 6:8:36] !emotespells on
[5/6/2022 6:10:42] !emotespells on
[5/6/2022 6:12:13] !emotespells on
[5/6/2022 6:14:51] !emotespells on
[5/6/2022 6:16:12] !emotespells on
[5/6/2022 6:18:21] !emotespells on
[5/6/2022 6:20:38] !emotespells on
[5/6/2022 6:22:37] !emotespells on
[5/6/2022 6:24:14] !emotespells on
[5/6/2022 6:26:31] !emotespells on
[5/6/2022 6:29:14] !emotespells on
[5/6/2022 6:31:24] !emotespells on
[5/6/2022 6:34:7] !emotespells on
[5/6/2022 6:36:41] !emotespells on
[5/6/2022 6:39:11] !emotespells on
[5/6/2022 6:41:44] !emotespells on
[5/6/2022 6:43:57] !emotespells on
[5/6/2022 6:45:20] !emotespells on
[5/6/2022 6:47:33] !emotespells on
